history_id,student_id,snapshot_at,integrity_score,trust_factor_score,prior_confirmed_cases,prior_dismissed_cases,prior_suspicious_flags,prior_ai_flags,prior_plagiarism_flags,prior_sanction_points,recent_integrity_events,integrity_status
109,S00022,2026-08-24 00:00:00,66.19,63.09,0,1,4,2,1,0,1,Moderate
110,S00022,2027-01-18 00:00:00,67.33,62.61,0,1,6,3,1,0,0,Moderate
111,S00023,2025-08-25 00:00:00,80.38,74.23,0,0,0,0,0,0,0,High
112,S00023,2026-01-19 00:00:00,78.06,78.44,0,0,1,1,0,0,1,High
113,S00023,2026-06-08 00:00:00,79.43,85.94,0,0,1,1,0,0,0,High
114,S00023,2026-08-24 00:00:00,76.76,74.82,0,0,1,1,0,0,0,High
115,S00023,2027-01-18 00:00:00,83.78,79.4,0,0,1,1,0,0,0,High
116,S00024,2025-08-25 00:00:00,84.18,78.04,0,0,0,0,0,0,0,High
117,S00024,2026-01-19 00:00:00,88.02,85.35,0,0,0,0,0,0,0,High
118,S00024,2026-06-08 00:00:00,88.86,94.21,0,0,0,0,0,0,0,High
119,S00024,2026-08-24 00:00:00,65.6,70.61,1,0,2,1,0,4,2,Moderate
120,S00024,2027-01-18 00:00:00,53.15,53.04,2,0,3,2,0,10,0,Moderate
121,S00025,2025-08-25 00:00:00,92.25,94.03,0,0,0,0,0,0,0,High
122, S00025 ,2026-01-19 00:00:00,89.96,99.07,0,0,0,0,0,0,0,High
123,S00025,2026-06-08 00:00:00,85.2,87.76,0,0,1,1,0,0,0,High
124,S00025,2026-08-24 00:00:00,76.72,74.68,0,1,5,3,0,0,4,High
125,S00025,2027-01-18 00:00:00,71.31,80.23,0,2,9,5,0,0,3,Moderate
126,S00026,2025-08-25 00:00:00,89.81,89.44,0,0,0,0,0,0,0,High
127,S00026,2026-01-19 00:00:00,89.42,91.44,0,0,0,0,0,0,0,High
128,S00026,2026-06-08 00:00:00,79.64,74.08,0,0,2,1,0,0,2,
129,S00026,2026-08-24 00:00:00,63.6,59.62,0,0,6,3,2,0,4,moderate
130,S00026,2027-01-18 00:00:00,51.9,48.31,1,0,9,5,2,1,3,Moderate
131,S00027,2025-08-25 00:00:00,89.77,90.42,0,0,0,0,0,0,0,High
132,S00027,2026-01-19 00:00:00,86.41,89.15,0,0,0,0,0,0,0,High
133,S00027,2026-06-08 00:00:00,84.26,84.21,0,0,3,2,0,0,0,High
134,S00027,2026-08-24 00:00:00,83.45,80.68,0,0,4,3,0,0,1,High
135,S00027,2027-01-18 00:00:00,84.95,90.81,0,0,4,3,0,0,0,High
136,S00028,2025-08-25 00:00:00,83.34,88.02,0,0,0,0,0,0,0,High
137,S00028,2026-01-19 00:00:00,68.5,68.22,0,0,4,2,0,0,2,Moderate
138,S00028,2026-06-08 00:00:00,76.95,73.93,0,1,6,4,0,0,0,High
139,S00028,2026-08-24 00:00:00,79.95,77.7,0,1,6,4,0,0,0,High
140,S00028,2027-01-18 00:00:00,58.53,54.65,0,1,10,6,0,0,4,Moderate
141,S00029,2025-08-25 00:00:00,78.61,75.45,0,0,0,0,0,0,0,High
142,S00029,19-01-2026 00:00,61.62,62.23,1,1,1,1,0,6,0,Moderate
143,S00029,2026-06-08 00:00:00,49.52,43.37,1,2,2,2,0,6,1,Low
144,S00029,2026-08-24 00:00:00,70.3,67.44,1,2,2,2,0,6,0,Moderate
145,S00029,2027-01-18 00:00:00,57.43,54.48,1,2,4,2,0,6,1,Moderate
146,S00030,2025-08-25 00:00:00,83.02,80.63,0,0,0,0,0,0,0, High 
147,S00030,2026-01-19 00:00:00,79.38,76.55,0,1,2,1,0,0,1,High
148,S00030,2026-06-08 00:00:00,68.11,66.32,0,1,2,1,0,0,0,
149,S00030,2026-08-24 00:00:00,75.81,71.99,0,2,2,1,0,0,0,High
150,S00030,2027-01-18 00:00:00,80.31,80.09,0,2,2,1,0,0,0,High
151,S00031,2025-08-25 00:00:00,75.99,72.83,0,0,0,0,0,0,0,High
152,S00031,2026-01-19 00:00:00,74.37,,0,0,1,0,0,0,1,Moderate
153,S00031,2026-06-08 00:00:00,76.36,74.36,0,0,2,0,0,0,1,High
154,S00031,2026-08-24 00:00:00,75.65,86.25,0,0,2,0,0,0,0,High
155,S00031,2027-01-18 00:00:00,82.79,84.66,0,0,2,0,0,0,0,High
156,S00032,2025-08-25 00:00:00,100.0,97.79,0,0,0,0,0,0,0,High
157,S00032,2026-01-19 00:00:00,99.02,97.63,0,0,0,0,0,0,0,High
158,S00032,2026-06-08 00:00:00,95.34,100.0,0,0,0,0,0,0,0,High
159,S00032,2026-08-24 00:00:00,71.62,76.84,1,0,2,1,0,8,2,Moderate
160,S00032,2027-01-18 00:00:00,80.04,92.29,1,0,3,1,0,8,0,High
161,S00033,2025-08-25 00:00:00,74.47,79.75,0,0,0,0,0,0,0,Moderate
162,S00033,2026-01-19 00:00:00,64.22,61.06,0,0,1,1,0,0,1,Moderate
163,S00033,2026-06-08 00:00:00,68.35,67.41,0,0,4,4,0,0,3,Moderate
164,S00033,2026-08-24 00:00:00,54.44,51.13,0,0,8,5,1,0,4,Moderate
165,S00033,2027-01-18 00:00:00,60.69,54.84,0,0,9,6,1,0,0,Moderate
166,S00034,2025-08-25 00:00:00,82.47,81.1,0,0,0,0,0,0,0,High
167,S00034,2026-01-19 00:00:00,68.66,68.57,0,0,2,1,0,0,2,Moderate
168,S00034,2026-06-08 00:00:00,79.09,75.27,0,1,4,2,0,0,0,High
169,S00034,2026-08-24 00:00:00,70.27,64.17,0,1,4,2,0,0,0,Moderate
170,S00034,2027-01-18 00:00:00,66.1,69.37,0,1,7,3,0,0,3,Moderate
171,S00035,2025-08-25 00:00:00,88.03,76.23,0,0,0,0,0,0,0,High
172,S00035,2026-01-19 00:00:00,69.94,64.71,0,0,4,3,0,0,1,Moderate
173,S00035,2026-06-08 00:00:00,74.48,69.33,0,0,7,3,0,0,3,Moderate
174,S00035,2026-08-24 00:00:00,72.19,73.17,0,0,9,4,0,0,2,Moderate
175,S00035,2027-01-18 00:00:00,63.67,,0,0,10,4,0,0,1,Moderate
176,S00036,2025-08-25 00:00:00,92.87,96.87,0,0,0,0,0,0,0,High
177,S00036,2026-01-19 00:00:00,77.83,84.0,0,0,5,2,1,0,3,
178,S00036,2026-06-08 00:00:00,77.87,79.85,0,1,6,2,2,0,0,High
179,S00036,2026-08-24 00:00:00,68.68,69.89,0,2,10,3,3,0,4,Moderate
180,S00036,2027-01-18 00:00:00,64.87,65.8,0,3,14,4,3,0,0,Moderate
181, S00037 ,2025-08-25 00:00:00,80.43,71.74,0,0,0,0,0,0,0,High
182,S00037,2026-01-19 00:00:00,78.33,81.59,0,0,1,1,0,0,0,High
183,S00037,2026-06-08 00:00:00,73.8,69.17,0,0,1,1,0,0,0,Moderate
184,S00037,2026-08-24 00:00:00,64.78,62.65,0,0,3,1,0,0,2,Moderate
185,S00037,2027-01-18 00:00:00,63.86,61.13,0,0,4,2,0,0,1, Moderate 
186,S00038,2025-08-25 00:00:00,89.91,95.69,0,0,0,0,0,0,0,High
187,S00038,2026-01-19 00:00:00,93.56,98.68,0,0,0,0,0,0,0,High
188,S00038,2026-06-08 00:00:00,74.95,77.91,1,0,2,1,0,6,2,Moderate
189,S00038,2026-08-24 00:00:00,75.07,83.21,1,0,2,1,0,6,0,High
190,S00038,2027-01-18 00:00:00,81.33,87.63,1,0,2,1,0,6,0,High
191,S00039,2025-08-25 00:00:00,83.18,78.03,0,0,0,0,0,0,0,High
192,S00039,2026-01-19 00:00:00,73.91,68.94,0,0,4,2,0,0,0,Moderate
193,S00039,2026-06-08 00:00:00,76.34,72.4,0,0,4,2,0,0,0,High
194,S00039,2026-08-24 00:00:00,80.56,80.95,0,0,5,3,0,0,1,High
195,S00039,2027-01-18 00:00:00,,71.58,0,0,5,3,0,0,0,High
196,S00040,2025-08-25 00:00:00,99.46,97.96,0,0,0,0,0,0,0,High
197,S00040,2026-01-19 00:00:00,92.56,87.26,0,0,50,0,0,0,0,High
198,S00040,2026-06-08 00:00:00,90.71,96.06,0,0,1,1,0,0,1,High
199,S00040,2026-08-24 00:00:00,85.46,84.49,0,0,3,2,0,0,2,High
200,S00040,2027-01-18 00:00:00,85.12,82.84,0,0,6,4,0,0,0,High
201,S00041,2025-08-25 00:00:00,84.5,78.59,0,0,0,0,0,0,0,High
202,S00041,2026-01-19 00:00:00,87.1,83.46,0,0,0,0,0,0,0,High
203,S00041,2026-06-08 00:00:00,63.97,58.97,0,0,2,2,0,0,2,Moderate
204,S00041,2026-08-24 00:00:00,73.12,68.94,0,0,2,2,0,0,0, Moderate 
205,S00041,2027-01-18 00:00:00,76.8,78.67,0,0,4,3,0,0,0,High
206,S00042,2025-08-25 00:00:00,92.06,88.8,0,0,0,0,0,0,0, High 
207,S00042,2026-01-19 00:00:00,72.96,74.32,0,1,3,1,1,0,3,Moderate
208,S00042,2026-06-08 00:00:00,59.29,58.77,1,1,5,3,1,1,2,Moderate
209,S00042,2026-08-24 00:00:00,51.16,53.37,1,1,8,4,1,1,3,Moderate
210,S00042,2027-01-18 00:00:00,56.25,59.15,1,1,13,5,2,1,0,Moderate
211, S00043 ,2025-08-25 00:00:00,90.64,85.16,0,0,0,0,0,0,0,High
212,S00043,2026-01-19 00:00:00,78.66,81.14,0,0,4,2,0,0,4,High
213,S00043,2026-06-08 00:00:00,73.73,73.64,0,1,8,4,1,0,0,Moderate
214,S00043,2026-08-24 00:00:00,59.31,64.98,0,1,13,6,1,0,5,Moderate
215,S00043,2027-01-18 00:00:00,67.08,79.86,0,1,13,6,1,0,0,Moderate
216,S00044,2025-08-25 00:00:00,98.58,100.0,0,0,0,0,0,0,0,High
217,S00044,2026-01-19 00:00:00,94.03,94.11,0,0,0,0,0,0,0,High
218,S00044,2026-06-08 00:00:00,93.03,100.0,0,0,0,0,0,0,0,High
219,S00044,2026-08-24 00:00:00,91.0,89.36,0,0,0,0,0,0,0,High
220,S00044,2027-01-18 00:00:00,82.1,80.62,0,0,2,1,1,0,1,High
221,S00045,2025-08-25 00:00:00,76.88,78.05,0,0,0,0,0,0,0,High
222,S00045,2026-01-19 00:00:00,50.56,45.75,1,1,7,4,0,1,2,Moderate
223,S00045,2026-06-08 00:00:00,54.19,43.91,1,1,7,4,0,1,0,Moderate
224,S00045,2026-08-24 00:00:00,41.0,32.58,1,1,9,5,0,1,2,Low
225,S00045,2027-01-18 00:00:00,55.03,,1,1,9,5,0,1,0,Moderate
226,S00046,2025-08-25 00:00:00,86.6,84.41,0,0,0,0,0,0,0,High
227,S00046,2026-01-19 00:00:00,64.81,70.02,0,0,3,2,1,0,2,Moderate
228,S00046,2026-06-08 00:00:00,72.18,71.83,0,1,5,3,1,0,0,Moderate
229,S00046,2026-08-24 00:00:00,69.93,70.35,0,1,8,3,1,0,3,Moderate
230,S00046,2027-01-18 00:00:00,58.86,61.66,0,2,8,3,1,0,0,Moderate
231,S00047,2025-08-25 00:00:00,81.74,79.07,0,0,0,0,0,0,0,High
232,S00047,2026-01-19 00:00:00,46.56,45.33,2,0,3,1,1,10,3,Low
233, S00047 ,2026-06-08 00:00:00,43.68,45.09,2,0,5,3,1,10,1,Low
234,S00047,2026-08-24 00:00:00,18.85,12.13,3,0,11,4,2,14,6,Low
235,S00047,2027-01-18 00:00:00,27.09,33.35,3,0,13,5,2,14,1,Low
236,S00048,2025-08-25 00:00:00,84.78,88.52,0,0,0,0,0,0,0,High
237,S00048,2026-01-19 00:00:00,80.21,82.31,0,0,3,3,0,0,0,High
238,S00048,2026-06-08 00:00:00,69.95,72.4,0,1,4,4,0,0,1,Moderate
239,S00048,2026-08-24 00:00:00,75.26,75.85,0,1,4,4,0,0,0,High
240,S00048,2027-01-18 00:00:00,74.61,74.21,0,1,4,4,0,0,0,Moderate
241,S00049,2025-08-25 00:00:00,72.67,76.13,0,0,0,0,0,0,0,Moderate
242,S00049,2026-01-19 00:00:00,80.11,76.38,0,0,0,0,0,0,0,high
243,S00049,2026-06-08 00:00:00,63.29,64.17,1,0,4,2,0,8,3,Moderate
244,S00049,2026-08-24 00:00:00,65.15,65.3,1,0,4,2,0,8,0,Moderate
245,S00049,2027-01-18 00:00:00,51.36,51.46,1,0,6,2,0,8,1,MODERATE
246,S00050,2025-08-25 00:00:00,89.5,86.97,0,0,0,0,0,0,0,High
247,S00050,2026-01-19 00:00:00,85.98,86.38,0,0,3,2,0,0,2,High
248,S00050,2026-06-08 00:00:00,84.44,86.87,0,0,3,2,0,0,0,High
249,S00050,2026-08-24 00:00:00,72.54,80.55,0,1,4,2,0,0,1,Moderate
250,S00050,2027-01-18 00:00:00,79.95,80.22,0,1,5,3,0,0,0,High
251,S00051,2025-08-25 00:00:00,85.38,89.94,0,0,0,0,0,0,0,High
252,S00051,2026-01-19 00:00:00,82.2,85.07,0,0,4,2,1,0,0,High
253,S00051,2026-06-08 00:00:00,73.33,74.72,0,0,5,2,1,0,1,Moderate
254,S00051,2026-08-24 00:00:00,86.29,94.87,0,0,5,2,1,0,0,High
255,S00051,2027-01-18 00:00:00,81.21,86.17,0,0,5,2,1,0,0,High
256,S00052,2025-08-25 00:00:00,90.53,87.35,0,0,0,0,0,0,0,High
257,S00052,2026-01-19 00:00:00,87.92,94.03,0,0,1,0,0,0,0,High
258,S00052,2026-06-08 00:00:00,83.51,79.62,0,0,2,1,0,0,1,High
259,S00052,2026-08-24 00:00:00,81.53,77.7,0,0,3,2,0,0,1,High
260,S00052,2027-01-18 00:00:00,66.54,69.25,0,1,5,3,1,0,2,Moderate
261,S00053,2025-08-25 00:00:00,81.49,79.11,0,0,0,0,0,0,0,High
262,S00053,2026-01-19 00:00:00,86.06,89.94,0,0,1,0,0,0,0,High
263,S00053,2026-06-08 00:00:00,83.5,82.47,0,0,2,0,1,0,0,High
264,S00053,2026-08-24 00:00:00,63.28,58.32,0,0,7,1,2,0,5,Moderate
265,S00053,2027-01-18 00:00:00,56.6,56.76,1,0,10,2,2,4,2,Moderate
266,S00054,2025-08-25 00:00:00,95.91,96.79,0,0,0,0,0,0,0,High
267,S00054,2026-01-19 00:00:00,92.99,92.73,0,0,0,0,0,0,0,High
268, S00054 ,2026-06-08 00:00:00,77.43,80.13,0,0,5,2,0,0,5,High
269,S00054,2026-08-24 00:00:00,84.32,87.57,0,0,5,2,0,0,0,High
270,S00054,2027-01-18 00:00:00,69.99,74.49,0,0,8,3,1,0,3,Moderate
271,S00055,2025-08-25 00:00:00,80.79,76.92,0,0,0,0,0,0,0,High
272,S00055,2026-01-19 00:00:00,77.94,85.12,0,0,2,2,0,0,1,High
273,S00055,2026-06-08 00:00:00,78.27,73.33,0,0,3,3,0,0,0,High
274,S00055,2026-08-24 00:00:00,80.84,82.21,0,0,3,3,0,0,0,High
275,S00055,2027-01-18 00:00:00,74.28,76.67,0,0,3,3,0,0,0,Moderate
276,S00056,2025-08-25 00:00:00,85.43,89.32,0,0,0,0,0,0,0,High
277,S00056,2026-01-19 00:00:00,72.24,76.79,0,0,3,2,0,0,0,Moderate
278,S00056,2026-06-08 00:00:00,76.95,81.91,0,0,5,3,1,0,1,High
279,S00056,2026-08-24 00:00:00,73.49,71.66,0,0,7,3,1,0,2,Moderate
280,S00056,2027-01-18 00:00:00,75.38,80.04,0,0,7,3,1,0,0,High
281,S00057,2025-08-25 00:00:00,79.43,78.99,0,0,0,0,0,0,0, High 
282,S00057,2026-01-19 00:00:00,82.77,76.8,0,0,1,0,0,0,0,High
283,S00057,2026-06-08 00:00:00,76.11,-8.0,0,1,2,1,0,0,1,High
284,S00057,2026-08-24 00:00:00,59.89,55.52,1,1,4,2,0,4,2,Moderate
285,S00057,2027-01-18 00:00:00,66.86,67.47,1,1,4,2,0,4,0,Moderate
286,S00058,2025-08-25 00:00:00,92.14,89.49,0,0,0,0,0,0,0,high
287,S00058,2026-01-19 00:00:00,87.41,89.78,0,0,4,2,0,0,3,High
288,S00058,2026-06-08 00:00:00,67.56,67.08,1,0,6,3,0,1,2,Moderate
289,S00058,2026-08-24 00:00:00,63.48,67.69,1,0,9,3,0,1,3,Moderate
290,S00058,2027-01-18 00:00:00,65.41,71.69,1,0,10,3,0,1,1,Moderate
291,S00059,2025-08-25 00:00:00,68.99,63.0,0,0,0,0,0,0,0,Moderate
292,S00059,2026-01-19 00:00:00,55.25,47.66,0,2,5,3,0,0,3,Moderate
293,S00059,2026-06-08 00:00:00,45.51,42.38,0,2,9,5,1,0,4,Low
294,S00059,2026-08-24 00:00:00,42.89,43.91,0,2,11,7,1,0,2,Low
295,S00059,2027-01-18 00:00:00,45.24,40.62,0,2,11,7,1,0,0,Low
296,S00060,2025-08-25 00:00:00,84.01,79.25,0,0,0,0,0,0,0,High
297,S00060,2026-01-19 00:00:00,71.17,70.83,0,0,2,1,0,0,0,Moderate
298,S00060,2026-06-08 00:00:00,62.39,63.29,0,0,6,5,0,0,2,Moderate
299,S00060,2026-08-24 00:00:00,48.08,49.58,0,0,7,6,0,0,1,Low
300,S00060,2027-01-18 00:00:00,57.93,53.95,0,0,12,7,0,0,0,
301,S00061,2025-08-25 00:00:00,84.86,83.21,0,0,0,0,0,0,0,High
302,S00061,2026-01-19 00:00:00,75.01,71.41,0,1,2,1,0,0,1,High
303,S00061,2026-06-08 00:00:00,80.21,85.2,0,1,2,1,0,0,0,High
304,S00061,2026-08-24 00:00:00,60.72,56.62,1,1,7,3,0,1,5,Moderate
305,S00061,2027-01-18 00:00:00,52.02,48.74,1,2,12,6,0,1,0,Moderate
306,S00062,2025-08-25 00:00:00,86.31,90.03,0,0,0,0,50,0,0,High
307,S00062,2026-01-19 00:00:00,82.99,87.24,0,1,1,0,1,0,0,High
308,S00062,2026-06-08 00:00:00,82.98,84.17,0,2,1,0,1,0,0,High
309,S00062,2026-08-24 00:00:00,71.7,82.08,0,2,4,1,2,0,3,Moderate
310,S00062,2027-01-18 00:00:00,64.99,62.98,0,3,9,2,3,0,3,Moderate
311,S00063,2025-08-25 00:00:00,88.78,83.94,0,0,0,0,0,0,0,High
